N,P,K,temperature,humidity,ph,rainfall,previous_crop,farm_size_hectares,current_crop
31.46,25.58,28.62,12.8,58.28,6.97,24.86,Wheat,0.81,Mustard
79.72,49.72,55.53,30.98,79.62,6.74,280.23,Wheat,1.68,Rice
28.51,65.96,24.29,29.05,52.09,5.82,70.33,Wheat,0.41,PigeonPeas
83.08,50.91,27.49,29.71,71.12,7.37,253.02,Rice,0.36,Maize
29.78,41.37,76.38,13.44,47.64,7.71,29.38,Maize,1.22,Chickpea
38.46,23.13,32.34,14.24,64.8,6.65,31.88,Wheat,0.42,Mustard
27.79,69.65,24.31,29.15,59.11,6.05,76.45,Rice,0.59,PigeonPeas
24.5,39.16,72.02,14.97,51.17,7.6,33.26,Maize,0.5,Chickpea
35.35,70.1,21.27,29.01,60.15,6.22,81.77,Wheat,0.32,PigeonPeas
93.77,50.75,20.46,11.89,64.33,6.09,42.05,Rice,1.29,Wheat
72.88,47.06,49.1,32.39,79.56,7.21,273.64,Rice,0.28,Sugarcane
93.84,52.75,25.97,16.59,73.53,6.83,46.24,Rice,1.0,Wheat
27.64,75.03,21.83,27.45,61.82,6.38,90.0,Wheat,0.37,PigeonPeas
75.67,50.77,38.08,19.58,79.01,6.01,21.29,Rice,0.75,Wheat
77.77,56.4,35.68,31.69,74.21,7.41,270.64,Rice,0.27,Maize
92.31,57.58,28.97,15.6,77.71,6.06,25.48,Rice,0.2,Wheat
88.23,54.39,23.92,28.39,65.74,6.73,236.44,Rice,1.94,Maize
80.82,43.64,48.49,30.52,80.32,6.32,248.74,Maize,0.92,Rice
87.79,51.31,28.82,16.86,78.79,7.03,25.1,Maize,0.35,Wheat
86.95,59.82,40.56,33.55,81.05,6.96,252.64,Maize,1.02,Rice
92.37,49.01,38.24,16.84,66.48,7.37,41.29,Rice,0.57,Wheat
37.28,31.23,38.89,17.12,62.8,6.22,49.33,Maize,4.23,Mustard
27.67,75.36,20.2,25.23,52.06,5.64,70.69,Wheat,0.36,PigeonPeas
24.99,36.94,80.32,12.91,52.59,7.08,14.58,Millet,0.46,Chickpea
17.58,32.96,78.95,13.58,45.04,7.84,44.73,Maize,0.19,Chickpea
89.22,52.44,54.84,34.27,89.87,6.26,249.76,Rice,0.25,Sugarcane
75.94,40.43,32.51,30.93,72.91,6.03,299.94,Wheat,0.68,Maize
35.58,66.88,24.11,28.08,70.0,6.1,95.21,Wheat,0.86,PigeonPeas
79.32,55.68,45.63,30.31,78.47,7.01,222.91,Wheat,0.31,Sugarcane
25.34,60.01,16.14,28.19,57.63,6.26,86.68,Wheat,6.75,PigeonPeas
29.29,64.6,22.55,26.32,60.53,5.67,69.79,Rice,0.64,MungBean
79.14,42.2,28.7,34.97,74.0,7.25,264.51,Wheat,0.78,Maize
77.2,55.98,42.84,29.95,85.07,6.81,261.81,Maize,0.9,Rice
20.03,79.92,23.08,27.35,63.61,5.99,59.57,Wheat,0.45,PigeonPeas
83.18,48.98,51.86,33.12,72.53,7.49,226.69,Wheat,0.41,Sugarcane
23.2,70.27,19.58,25.05,68.21,6.31,81.88,Rice,0.58,MungBean
93.28,49.72,38.59,30.96,75.02,7.18,268.04,Wheat,0.9,Maize
91.52,47.05,33.28,12.83,67.59,6.97,15.19,Maize,0.53,Wheat
25.51,64.39,23.64,28.4,57.15,5.99,70.48,Rice,1.55,MungBean
32.55,75.7,21.32,27.37,52.27,6.18,96.95,Rice,0.98,PigeonPeas
36.26,75.5,18.45,26.19,60.66,6.07,61.63,Rice,0.38,MungBean
90.96,49.46,25.11,19.01,61.51,6.93,36.31,Maize,1.41,Wheat
34.19,76.85,16.5,27.52,52.49,5.63,77.46,Wheat,0.85,PigeonPeas
27.32,24.38,24.84,14.78,53.23,6.66,41.54,Wheat,0.58,Mustard
26.55,34.73,84.66,17.25,41.66,7.73,36.71,Maize,0.2,Chickpea
35.98,71.5,17.99,26.95,55.67,5.6,89.1,Rice,0.46,MungBean
87.29,53.84,52.16,29.86,80.22,5.57,271.1,Maize,0.67,Rice
27.1,75.39,19.9,29.92,55.63,6.47,62.07,Rice,0.86,PigeonPeas
71.56,49.54,55.41,30.28,84.77,7.8,216.87,Rice,0.31,Sugarcane
75.09,47.33,47.76,31.56,77.96,7.74,206.72,Wheat,0.18,Sugarcane
83.07,41.79,36.02,28.99,67.92,6.47,248.32,Rice,0.81,Maize
29.73,77.98,21.93,29.63,55.24,5.82,70.95,Rice,0.24,PigeonPeas
16.95,30.38,85.85,18.48,43.28,7.25,14.73,Maize,0.89,Chickpea
25.87,73.99,16.01,25.1,51.1,5.73,68.89,Wheat,1.4,PigeonPeas
89.44,57.34,32.19,11.59,75.22,7.21,18.4,Rice,0.36,Wheat
83.12,55.47,33.78,14.15,63.84,7.49,21.12,Rice,0.46,Wheat
24.92,32.62,81.56,15.3,46.95,7.8,28.46,Maize,1.48,Chickpea
32.65,22.68,24.77,16.36,65.98,6.14,10.67,Wheat,0.25,Mustard
33.03,33.85,39.52,13.45,50.34,6.58,35.64,Maize,0.53,Mustard
81.91,47.43,34.84,17.92,60.45,6.8,29.06,Rice,0.5,Wheat
28.75,69.49,22.14,28.82,61.34,5.68,58.97,Rice,0.96,PigeonPeas
29.93,64.89,18.2,27.73,67.28,6.04,64.21,Wheat,0.13,MungBean
73.48,50.81,52.88,33.41,81.85,6.47,220.32,Wheat,1.06,Rice
37.97,71.08,18.1,25.24,59.35,6.02,88.53,Wheat,4.33,PigeonPeas
31.05,22.61,37.63,19.41,50.52,6.6,18.54,Wheat,0.66,Mustard
83.82,53.33,36.66,30.63,66.77,7.24,200.02,Wheat,0.18,Maize
78.45,57.1,58.14,28.16,84.54,7.18,224.46,Wheat,0.14,Sugarcane
33.24,34.27,20.4,14.63,50.02,6.02,10.32,Wheat,1.29,Mustard
37.72,73.56,16.46,28.01,51.75,6.47,62.23,Wheat,0.63,MungBean
24.13,23.27,25.16,15.89,53.97,6.91,38.0,Wheat,0.39,Mustard
31.27,74.99,21.8,27.3,56.21,5.87,55.88,Wheat,0.77,PigeonPeas
86.45,50.6,33.32,18.25,70.55,6.02,30.8,Rice,0.87,Wheat
83.14,51.18,45.92,29.21,78.86,6.31,232.25,Wheat,0.63,Sugarcane
78.6,59.3,24.27,12.35,63.65,7.41,41.61,Maize,0.76,Wheat
39.84,24.13,29.67,18.58,64.68,6.49,14.3,Maize,0.4,Mustard
88.94,47.3,22.38,13.93,69.59,7.38,48.13,Rice,0.46,Wheat
24.42,64.46,19.88,27.46,69.63,6.33,82.9,Rice,10.8,MungBean
38.42,28.45,23.71,19.76,64.35,6.39,37.96,Maize,0.48,Mustard
83.78,50.41,48.61,28.74,77.89,6.7,275.49,Rice,0.55,Sugarcane
84.88,41.87,21.11,33.78,73.33,6.71,286.86,Wheat,0.97,Maize
81.74,58.76,47.76,28.74,89.9,6.9,269.41,Wheat,0.55,Rice
29.66,71.75,23.92,28.64,67.19,6.26,78.17,Rice,0.89,MungBean
29.57,21.29,21.88,18.58,50.23,6.53,13.48,Wheat,0.61,Mustard
85.03,41.97,45.63,29.11,85.08,5.8,281.09,Maize,0.62,Rice
80.34,44.14,27.75,32.28,66.22,6.01,284.81,Wheat,0.1,Maize
25.37,37.37,72.07,14.98,58.97,7.36,36.5,Maize,0.21,Chickpea
88.63,55.76,24.32,28.68,74.46,7.06,258.21,Wheat,0.33,Maize
34.3,31.17,21.15,14.41,57.7,6.97,47.54,Wheat,0.25,Mustard
89.65,47.78,21.21,13.35,67.04,6.98,34.68,Rice,0.83,Wheat
86.9,58.69,39.94,30.4,72.85,7.37,229.99,Rice,0.35,Maize
27.48,69.3,20.07,29.76,62.02,5.61,77.49,Rice,0.96,PigeonPeas
74.08,55.76,40.37,28.4,85.03,6.36,262.07,Wheat,0.97,Sugarcane
92.07,53.48,39.84,12.26,74.42,7.07,19.25,Rice,0.12,Wheat
88.29,57.73,34.06,30.69,77.77,6.03,226.37,Rice,0.11,Maize
32.55,68.4,23.77,26.18,57.16,6.1,80.47,Wheat,0.42,MungBean
89.18,53.22,33.0,33.1,64.76,6.86,279.31,Rice,0.49,Maize
83.61,53.22,54.6,30.61,84.28,5.73,249.55,Wheat,0.63,Rice
90.41,45.01,33.01,18.74,78.5,6.14,12.68,Maize,0.72,Wheat
89.69,44.03,27.55,30.5,74.12,6.42,222.86,Wheat,0.54,Maize
105.64,46.21,28.2,17.48,73.76,6.36,15.54,PigeonPeas,6.29,Wheat
89.62,42.26,21.02,33.33,72.85,6.37,262.61,Wheat,0.54,Maize
15.68,35.77,77.1,16.35,58.25,7.31,39.61,Millet,0.61,Chickpea
30.59,78.37,22.57,29.4,53.29,5.93,98.89,Wheat,1.36,MungBean
26.54,46.14,80.05,12.64,53.79,7.92,32.69,Millet,1.75,Chickpea
26.88,38.81,29.89,18.62,51.61,6.45,26.14,Wheat,0.29,Mustard
82.25,45.83,33.55,32.08,74.3,6.78,224.32,Rice,0.6,Maize
15.49,47.11,86.95,17.34,42.81,7.88,37.27,Millet,0.44,Chickpea
91.96,59.79,25.34,10.4,74.53,7.37,14.1,Rice,0.41,Wheat
78.86,55.04,57.92,29.19,76.12,6.86,220.69,Maize,0.66,Rice
27.11,36.42,85.18,10.74,58.33,7.02,30.36,Millet,0.64,Chickpea
24.91,63.71,24.73,26.21,58.39,5.89,94.54,Wheat,0.21,PigeonPeas
79.05,50.53,53.94,30.86,85.11,5.6,222.43,Maize,0.16,Rice
39.21,27.63,35.11,15.34,59.57,6.8,35.79,Maize,0.79,Mustard
27.94,46.04,82.31,17.43,59.22,7.45,31.95,Maize,0.57,Chickpea
94.0,59.97,34.12,32.71,71.74,6.01,236.17,Rice,0.65,Maize
84.91,46.4,42.83,31.22,85.87,5.93,253.32,Wheat,0.87,Rice
85.54,52.03,46.16,30.29,83.69,6.04,227.24,Wheat,0.97,Sugarcane
87.15,42.74,41.31,32.08,82.87,7.36,234.45,Rice,0.51,Sugarcane
20.29,69.68,16.64,28.48,61.43,6.04,83.42,Wheat,0.78,PigeonPeas
21.59,43.77,72.23,12.2,53.87,7.82,45.37,Maize,0.33,Chickpea
30.12,31.83,35.58,19.48,51.5,6.21,37.57,Maize,0.44,Mustard
75.16,44.79,47.13,29.26,76.89,5.77,208.43,Maize,0.62,Rice
78.36,58.54,23.4,28.0,62.61,6.37,286.54,Wheat,1.5,Maize
27.8,40.82,83.27,13.0,46.82,7.94,22.41,Millet,0.26,Chickpea
34.16,68.61,15.99,25.07,56.22,6.25,60.6,Wheat,0.87,PigeonPeas
74.14,48.76,51.17,33.62,81.54,6.18,226.81,Wheat,0.46,Sugarcane
84.24,48.37,47.61,30.64,83.68,6.4,231.4,Rice,0.92,Sugarcane
89.56,58.29,27.25,34.72,72.43,7.2,260.79,Wheat,0.51,Maize
32.78,79.91,23.72,29.93,65.13,6.01,92.75,Rice,0.62,MungBean
76.73,58.0,31.24,30.36,75.15,6.17,274.46,Rice,0.77,Maize
77.7,55.01,55.21,29.48,79.84,6.34,287.22,Maize,0.91,Rice
86.0,47.81,26.58,19.74,79.45,6.83,10.88,Maize,1.25,Wheat
17.81,49.6,89.4,13.83,43.57,7.67,26.67,Millet,1.67,Chickpea
24.21,34.97,86.9,15.16,57.31,7.86,40.36,Millet,0.85,Chickpea
88.2,48.95,46.79,30.12,73.23,6.04,284.59,Maize,0.98,Rice
79.69,48.37,26.5,30.04,70.41,6.18,216.15,Wheat,0.79,Maize
31.25,74.21,18.4,28.99,62.23,5.65,68.07,Rice,0.64,PigeonPeas
81.35,57.98,47.82,28.84,81.1,7.92,224.64,Rice,0.87,Sugarcane
79.06,40.65,20.25,10.34,62.75,7.13,18.47,Rice,0.69,Wheat
17.18,30.13,79.93,19.9,49.89,7.72,15.34,Millet,0.58,Chickpea
88.76,46.76,34.61,15.03,61.77,6.72,28.18,Rice,0.88,Wheat
73.1,43.94,53.45,32.86,86.73,6.67,249.52,Wheat,0.14,Sugarcane
25.75,71.34,21.35,26.6,64.93,5.89,53.08,Wheat,0.74,MungBean
26.51,74.85,22.41,26.77,55.86,5.9,61.49,Rice,0.73,PigeonPeas
94.2,45.21,25.34,34.76,71.63,7.45,245.63,Wheat,0.3,Maize
88.86,53.1,39.92,33.65,78.66,6.43,288.47,Rice,17.35,Maize
25.36,61.97,22.24,27.44,66.17,5.58,88.53,Rice,1.65,MungBean
80.95,46.35,39.93,19.12,72.22,6.51,16.16,Rice,1.4,Wheat
25.05,47.98,76.18,13.38,50.62,7.27,44.32,Maize,0.52,Chickpea
92.47,52.41,27.3,32.04,65.89,6.72,273.37,Wheat,0.46,Maize
29.47,79.4,22.32,26.46,54.75,6.4,98.91,Rice,0.33,MungBean
25.06,38.08,77.86,14.24,51.3,7.37,34.12,Maize,0.65,Chickpea
90.05,45.67,20.05,14.57,61.19,7.0,39.5,MungBean,0.9,Wheat
34.29,77.9,19.42,29.78,53.11,5.98,68.11,Wheat,0.94,MungBean
85.99,40.63,25.85,31.15,77.63,6.28,210.15,Wheat,12.18,Maize
20.87,75.21,20.21,26.52,58.75,6.23,59.78,Wheat,0.32,PigeonPeas
79.74,44.04,22.34,10.95,76.43,7.47,17.43,Rice,0.33,Wheat
91.35,56.06,35.06,13.51,63.5,7.24,30.24,Maize,1.42,Wheat
28.34,60.32,23.83,25.28,61.94,6.32,73.19,Wheat,0.27,MungBean
94.93,51.48,33.44,18.81,69.13,7.02,15.28,Rice,0.64,Wheat
20.41,31.9,32.09,18.86,64.38,6.22,39.86,Wheat,0.83,Mustard
22.95,62.81,19.1,29.82,58.05,6.08,86.48,Rice,1.41,MungBean
75.74,47.5,22.03,29.96,67.76,6.44,287.95,Wheat,10.17,Maize
75.17,41.28,45.93,32.1,87.78,6.4,259.56,Rice,0.74,Sugarcane
19.38,31.56,85.97,16.68,45.7,7.49,15.42,Maize,0.1,Chickpea
30.27,32.46,35.43,10.37,67.95,6.91,39.39,Wheat,0.92,Mustard
76.35,52.09,23.06,29.42,76.79,6.31,213.08,Rice,0.82,Maize
32.62,76.3,17.93,29.17,69.35,5.52,93.78,Rice,0.74,MungBean
37.5,64.53,16.61,29.54,62.88,5.62,71.36,Rice,0.25,PigeonPeas
78.56,42.14,33.74,31.15,74.76,6.07,209.89,Wheat,0.4,Maize
81.56,57.14,51.99,29.05,87.75,7.83,204.33,Wheat,0.87,Sugarcane
37.37,69.62,22.37,26.74,59.86,6.2,95.12,Wheat,19.26,MungBean
31.48,33.98,25.05,15.23,60.42,6.56,43.5,Wheat,1.92,Mustard
29.94,44.88,77.26,17.24,43.52,7.39,39.7,Millet,0.93,Chickpea
72.95,56.32,45.29,32.99,81.33,6.2,235.55,Rice,0.64,Sugarcane
86.46,42.89,34.92,15.66,63.76,6.71,36.11,Rice,0.37,Wheat
91.07,54.7,22.29,34.77,75.98,6.1,278.25,Rice,0.69,Maize
90.38,56.16,36.78,28.55,75.48,7.19,226.67,Rice,0.44,Maize
78.55,54.07,21.21,10.66,61.39,6.75,20.54,Rice,0.13,Wheat
20.87,26.95,26.97,12.76,50.47,6.67,44.1,Wheat,0.16,Mustard
81.84,44.89,24.72,30.35,77.6,7.32,224.99,Rice,0.57,Maize
29.77,63.66,15.44,29.02,57.48,5.74,58.44,Rice,0.17,MungBean
77.34,53.19,50.45,32.47,70.28,6.76,223.13,Fallow,0.57,Rice
80.4,56.4,28.92,13.11,61.53,7.35,43.87,Rice,0.32,Wheat
91.52,51.83,30.51,32.07,77.03,6.68,282.13,Wheat,0.96,Maize
23.76,44.34,71.02,14.26,50.5,7.99,44.7,Maize,0.99,Chickpea
24.83,76.4,24.28,25.58,58.91,6.29,79.03,Wheat,0.71,PigeonPeas
15.82,30.75,72.89,10.64,45.99,7.67,33.19,Maize,7.33,Chickpea
23.54,24.53,22.34,17.89,55.79,6.39,12.49,Maize,0.12,Mustard
28.32,49.54,71.0,18.58,44.43,7.89,24.55,Millet,0.61,Chickpea
80.22,59.78,25.61,16.06,63.63,7.22,17.07,Rice,0.17,Wheat
33.73,27.34,39.29,13.11,65.81,6.44,38.33,Wheat,0.95,Mustard
28.94,61.93,16.63,25.17,69.24,6.13,58.07,Wheat,0.65,MungBean
23.33,70.84,22.58,29.9,64.7,6.25,79.42,Rice,0.19,MungBean
38.0,64.3,15.54,25.98,50.42,6.1,93.5,Wheat,1.93,MungBean
93.41,57.03,33.81,19.92,65.66,6.14,35.25,Rice,9.63,Wheat
20.41,29.26,39.75,17.46,69.37,6.7,39.48,Maize,0.36,Mustard
74.95,56.23,56.42,33.09,78.09,7.66,228.63,Rice,0.73,Sugarcane
92.0,40.25,33.8,17.18,60.66,7.15,11.68,Rice,0.92,Wheat
81.06,53.18,30.71,10.5,67.17,6.13,32.55,Rice,0.22,Wheat
30.77,64.56,23.24,29.36,63.72,6.28,91.13,Rice,0.99,MungBean
23.07,20.78,34.14,16.59,61.2,6.45,17.72,Wheat,0.7,Mustard
87.5,57.55,28.48,15.21,64.75,7.26,40.33,Rice,1.98,Wheat
23.83,63.12,18.86,28.59,58.33,5.72,50.35,Wheat,1.1,MungBean
74.74,49.69,55.02,33.18,76.39,7.65,277.26,Wheat,0.33,Sugarcane
26.91,42.9,70.01,17.19,49.53,7.42,35.53,Millet,0.63,Chickpea
30.0,35.99,33.32,16.28,68.74,6.49,28.18,Maize,1.46,Mustard
34.25,67.06,24.85,29.82,69.51,5.8,77.13,Wheat,0.99,PigeonPeas
75.43,41.42,49.83,31.93,82.69,6.77,279.96,Maize,0.26,Rice
92.41,48.95,28.49,33.05,65.16,6.99,257.29,Rice,0.48,Maize
22.88,39.66,89.81,19.76,44.93,7.7,35.8,Millet,0.93,Chickpea
35.68,66.18,24.1,28.79,59.63,5.65,58.73,Rice,0.23,PigeonPeas
34.86,33.2,28.09,18.11,57.54,6.63,32.86,Wheat,0.28,Mustard
16.68,38.44,87.86,17.54,56.23,7.7,33.23,Maize,0.99,Chickpea
37.66,68.02,15.07,25.43,64.71,6.08,97.26,Rice,1.58,PigeonPeas
16.8,33.22,76.3,18.27,45.37,7.5,27.0,Millet,0.83,Chickpea
24.9,35.87,70.3,17.81,46.73,7.82,16.02,Maize,0.92,Chickpea
82.33,59.78,56.58,34.62,71.14,6.34,286.58,Wheat,0.35,Sugarcane
87.36,55.83,37.99,14.45,71.04,6.65,49.5,Rice,1.99,Wheat
80.06,50.6,42.8,29.19,70.19,7.38,206.74,Wheat,0.31,Sugarcane
104.3,61.68,34.33,18.66,78.28,6.13,21.37,MungBean,0.93,Wheat
23.61,73.55,21.98,25.76,63.67,6.2,80.93,Rice,0.3,MungBean
78.4,50.05,21.27,19.87,72.84,7.25,44.92,Rice,0.26,Wheat
24.74,78.51,21.09,27.93,65.25,6.41,52.07,Rice,0.92,MungBean
23.73,36.42,84.17,19.62,41.22,7.25,48.93,Millet,0.83,Chickpea
35.0,73.39,23.09,25.47,68.53,5.55,84.33,Wheat,0.59,PigeonPeas
32.7,67.43,17.02,27.05,58.88,6.14,80.43,Rice,0.34,PigeonPeas
87.35,41.77,25.45,34.06,64.02,6.09,248.15,Wheat,1.38,Maize
34.39,70.57,17.07,26.14,64.2,6.49,98.5,Rice,0.69,MungBean
83.31,44.77,41.73,28.91,86.65,6.31,230.64,Maize,0.61,Rice
38.43,71.5,19.86,29.62,67.32,6.33,51.95,Rice,0.18,PigeonPeas
27.6,36.94,80.01,18.23,55.1,7.76,45.32,Millet,0.26,Chickpea
78.42,49.56,52.12,34.0,72.48,7.18,244.55,Wheat,0.41,Sugarcane
18.28,44.95,84.81,14.55,42.42,7.86,35.36,Maize,7.75,Chickpea
25.61,78.77,23.51,28.49,68.82,6.37,63.96,Wheat,0.61,PigeonPeas
39.52,67.5,16.92,28.79,51.62,5.55,57.64,Wheat,0.61,PigeonPeas
91.16,44.47,21.34,29.93,69.78,6.24,274.68,Rice,0.76,Maize
78.63,54.1,43.66,32.39,88.67,6.89,263.48,Wheat,0.73,Rice
24.0,74.7,16.84,25.51,65.8,6.42,63.89,Rice,0.1,MungBean
96.3,62.01,28.98,12.86,73.84,6.48,24.24,MungBean,1.67,Wheat
39.53,63.75,20.2,27.95,58.27,5.65,94.38,Rice,1.6,MungBean
87.4,56.73,44.14,34.21,79.25,6.16,275.12,Rice,0.31,Sugarcane
20.14,78.78,21.72,27.82,62.61,6.16,65.41,Wheat,0.75,MungBean
33.11,23.4,26.08,18.0,56.53,6.17,23.73,Wheat,1.41,Mustard
33.21,25.94,26.31,15.83,68.38,6.79,23.5,Wheat,0.7,Mustard
28.23,70.85,23.48,29.07,69.63,6.45,88.64,Wheat,0.65,PigeonPeas
97.33,54.16,26.01,12.19,60.01,6.53,35.04,MungBean,0.69,Wheat
29.76,79.03,18.83,27.49,62.64,5.58,72.85,Wheat,0.63,PigeonPeas
78.05,40.71,25.35,31.19,79.67,6.69,295.32,Wheat,1.1,Maize
22.64,31.29,30.04,19.79,62.6,6.16,15.4,Maize,0.32,Mustard
18.3,36.36,70.6,15.96,55.47,7.7,46.11,Maize,0.29,Chickpea
85.0,46.71,22.32,32.48,71.39,7.1,257.08,Wheat,0.95,Maize
23.46,68.05,22.42,25.25,60.52,5.6,97.92,Rice,0.33,PigeonPeas
36.48,60.74,19.53,25.69,59.51,6.06,89.36,Rice,0.55,MungBean
33.71,78.99,24.31,25.25,69.65,5.8,69.32,Rice,0.55,PigeonPeas
79.47,59.71,35.15,12.12,63.81,6.61,11.98,Rice,8.94,Wheat
83.8,50.72,39.41,31.42,64.24,7.39,233.89,Wheat,0.26,Maize
21.97,33.32,25.28,10.53,67.86,6.24,18.03,Wheat,17.22,Mustard
94.49,58.11,34.98,34.61,68.65,7.17,273.18,Rice,0.98,Maize
91.9,53.16,25.8,29.32,71.61,6.95,280.02,Wheat,0.81,Maize
77.73,55.01,31.5,16.77,78.36,7.21,45.96,Rice,0.72,Wheat
37.35,64.62,24.27,27.39,59.05,6.03,89.13,Wheat,0.55,MungBean
86.78,43.08,42.03,29.15,83.34,7.88,221.76,Rice,0.72,Sugarcane
37.73,68.98,19.95,29.48,63.3,5.68,55.93,Rice,0.72,PigeonPeas
21.05,44.49,80.6,14.2,41.46,7.37,37.81,Maize,0.16,Chickpea
93.82,53.43,37.47,18.1,71.82,6.63,11.82,PigeonPeas,0.98,Wheat
87.71,45.58,42.16,30.43,84.77,6.36,218.26,Wheat,0.91,Sugarcane
79.29,44.64,48.01,31.95,82.74,6.18,278.64,Wheat,0.73,Sugarcane
27.72,30.83,75.44,16.98,45.85,7.94,15.0,Millet,0.3,Chickpea
29.86,61.82,23.72,26.71,56.98,5.89,58.29,Rice,0.5,PigeonPeas
93.9,55.76,28.24,11.38,62.65,7.19,46.14,Rice,0.1,Wheat
83.66,58.58,57.73,31.22,87.43,6.22,271.56,Wheat,0.56,Rice
71.2,43.74,47.37,28.11,76.54,6.7,268.06,Maize,0.92,Rice
79.12,45.69,40.85,30.43,84.1,6.8,280.26,Maize,0.77,Rice
27.04,36.69,26.37,11.88,54.33,6.72,37.12,Maize,0.41,Mustard
26.26,62.02,15.44,29.05,63.82,5.95,82.56,Rice,0.98,PigeonPeas
82.85,55.8,20.69,19.72,68.78,6.03,23.11,Rice,0.83,Wheat
29.06,41.62,78.57,10.43,48.96,7.03,28.15,Millet,0.36,Chickpea
23.43,42.37,77.59,16.13,45.69,7.32,33.37,Maize,0.84,Chickpea
26.9,41.97,79.24,10.59,56.72,7.28,10.82,Maize,0.42,Chickpea
29.05,72.13,18.18,26.76,64.39,6.2,52.67,Rice,0.29,PigeonPeas
94.19,62.8,26.48,13.84,71.18,6.38,42.45,MungBean,0.47,Wheat
79.19,40.83,34.84,30.16,72.45,7.2,262.09,Rice,0.17,Maize
78.91,54.05,46.15,29.82,87.03,5.54,291.17,Fallow,0.31,Rice
76.31,42.16,32.0,18.48,70.03,6.53,26.88,Rice,0.72,Wheat
22.02,70.63,15.83,28.02,67.8,5.86,75.78,Wheat,0.6,MungBean
94.87,41.82,28.05,18.82,63.71,6.67,10.83,Rice,0.61,Wheat
20.57,42.42,87.09,14.59,48.57,7.78,32.87,Maize,0.62,Chickpea
33.9,66.23,16.63,27.62,64.32,5.8,99.98,Wheat,0.73,PigeonPeas
21.21,42.24,88.02,13.71,44.41,7.93,46.4,Maize,0.66,Chickpea
26.9,74.1,17.05,27.83,57.65,6.31,75.12,Rice,0.6,PigeonPeas
81.59,59.14,55.08,34.94,79.27,7.61,266.37,Wheat,0.82,Sugarcane
20.18,47.44,80.42,16.7,44.75,7.92,15.15,Maize,0.77,Chickpea
80.0,49.78,30.06,29.62,71.83,6.4,212.87,Wheat,0.74,Maize
84.45,51.29,58.93,28.31,73.19,6.68,287.92,Wheat,0.17,Sugarcane
75.41,44.18,52.86,33.35,83.72,7.68,281.67,Wheat,0.34,Sugarcane
72.16,57.77,41.01,28.25,77.8,6.64,244.87,Rice,1.37,Sugarcane
80.52,41.78,48.44,31.88,78.2,7.75,258.67,Rice,0.68,Sugarcane
75.23,55.68,58.18,33.94,82.44,6.81,266.95,Maize,0.57,Rice
22.95,30.17,77.96,13.65,49.54,7.28,40.89,Maize,0.19,Chickpea
36.07,25.08,28.54,18.51,57.15,6.21,32.74,Maize,0.46,Mustard
86.41,49.4,29.09,28.97,74.7,6.78,283.68,Rice,0.97,Maize
78.93,42.07,28.84,19.07,73.17,7.02,33.81,Rice,0.3,Wheat
26.07,70.75,16.75,29.39,58.27,5.96,99.56,Rice,0.9,PigeonPeas
28.22,42.23,75.98,16.4,58.86,7.66,39.35,Maize,0.69,Chickpea
88.51,57.84,46.47,28.89,70.49,7.09,224.79,Wheat,0.67,Sugarcane
82.31,53.11,55.77,28.83,73.7,6.55,251.18,Wheat,0.16,Rice
71.75,37.71,52.36,28.53,80.81,6.71,250.68,Fallow,0.23,Rice
89.1,59.05,45.38,32.42,85.65,6.82,285.87,Maize,1.86,Rice
39.57,76.93,20.07,29.43,66.15,5.61,84.28,Wheat,0.39,PigeonPeas
27.48,71.41,17.91,26.99,64.62,6.0,53.33,Wheat,0.69,PigeonPeas
26.92,75.79,23.37,29.53,58.19,5.87,58.08,Rice,0.55,PigeonPeas
32.62,65.25,17.89,27.46,59.12,6.0,88.94,Rice,0.77,MungBean
32.71,31.79,39.24,15.73,61.81,6.6,24.47,Maize,0.64,Mustard
86.83,49.58,50.14,30.12,84.92,7.07,273.42,Wheat,0.14,Sugarcane
72.49,58.99,48.36,33.13,80.04,7.6,271.1,Rice,0.27,Sugarcane
72.77,48.56,46.2,32.74,81.89,6.94,242.47,Wheat,0.12,Rice
83.69,49.39,24.52,30.83,62.79,6.94,258.92,Rice,0.71,Maize
76.96,50.58,46.23,32.79,78.84,6.51,201.07,Wheat,0.55,Sugarcane
86.2,45.11,22.49,34.82,61.66,7.0,242.18,Wheat,0.5,Maize
89.6,44.02,32.51,30.48,73.58,6.86,287.51,Wheat,0.55,Maize
38.57,63.98,15.53,27.68,53.93,5.71,76.2,Wheat,0.91,MungBean
37.68,25.01,22.12,11.11,57.88,6.01,49.21,Wheat,1.37,Mustard
25.46,39.58,27.64,11.33,50.06,6.93,45.77,Maize,0.28,Mustard
37.19,79.27,24.37,25.65,67.6,6.4,65.04,Wheat,0.78,PigeonPeas
71.2,47.37,51.47,30.3,83.94,5.64,223.11,Fallow,0.43,Rice
39.13,62.05,21.03,27.75,58.61,6.37,64.74,Wheat,0.67,MungBean
76.6,45.62,48.03,28.14,73.53,6.7,231.03,Rice,0.42,Sugarcane
76.08,37.42,41.56,34.71,81.57,5.93,250.52,Fallow,0.43,Rice
26.01,76.56,23.79,29.36,61.52,5.72,60.63,Rice,0.45,PigeonPeas
78.06,51.93,35.6,34.82,75.2,7.01,258.59,Rice,1.42,Maize
31.83,61.98,17.49,27.65,59.54,5.56,71.66,Rice,1.76,PigeonPeas
